"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0.0","2.0","2016","5"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0.0","4.0","2016","6"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0.0","2.0","2016","8"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0.0","4.0","2016","9"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0.0","6.0","2016","10"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0.0","4.0","2016","11"
"RCU","31 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2016","12"
"RCX","31 Day Wait for first treatment By Cancer","1.000","0.0","95.0","2016","1"
"RCX","31 Day Wait for first treatment By Cancer","1.000","0.0","119.0","2016","2"
"RCX","31 Day Wait for first treatment By Cancer","1.000","0.0","102.0","2016","4"
"RCX","31 Day Wait for first treatment By Cancer","1.000","0.0","97.0","2016","6"
"RCX","31 Day Wait for first treatment By Cancer","1.000","0.0","112.0","2016","7"
"RCX","31 Day Wait for first treatment By Cancer","1.000","0.0","97.0","2016","9"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0.0","169.0","2016","2"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0.0","194.0","2016","3"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0.0","190.0","2016","4"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0.0","159.0","2016","7"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0.0","187.0","2016","8"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0.0","155.0","2016","9"
"RD1","31 Day Wait for first treatment By Cancer","1.000","0.0","170.0","2016","12"
"RD3","31 Day Wait for first treatment By Cancer","1.000","0.0","153.0","2016","1"
"RD3","31 Day Wait for first treatment By Cancer","1.000","0.0","135.0","2016","7"
"RD3","31 Day Wait for first treatment By Cancer","1.000","0.0","168.0","2016","11"
"RD3","31 Day Wait for first treatment By Cancer","1.000","0.0","147.0","2016","12"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0.0","71.0","2016","2"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0.0","105.0","2016","3"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0.0","72.0","2016","7"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0.0","87.0","2016","8"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0.0","78.0","2016","9"
"RD8","31 Day Wait for first treatment By Cancer","1.000","0.0","100.0","2016","12"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0.0","218.0","2016","3"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0.0","268.0","2016","6"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0.0","217.0","2016","9"
"RDU","31 Day Wait for first treatment By Cancer","1.000","0.0","245.0","2016","11"
"RDZ","31 Day Wait for first treatment By Cancer","1.000","0.0","194.0","2016","12"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","17.0","2016","1"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","25.0","2016","2"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","24.0","2016","3"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","31.0","2016","4"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","27.0","2016","5"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","24.0","2016","6"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","26.0","2016","7"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","36.0","2016","8"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","24.0","2016","9"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","33.0","2016","10"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","28.0","2016","11"
"RE9","31 Day Wait for first treatment By Cancer","1.000","0.0","21.0","2016","12"
"REM","31 Day Wait for first treatment By Cancer","1.000","0.0","132.0","2016","6"
"REM","31 Day Wait for first treatment By Cancer","1.000","0.0","119.0","2016","7"
"REM","31 Day Wait for first treatment By Cancer","1.000","0.0","120.0","2016","8"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","25.0","2016","1"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","20.0","2016","2"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","31.0","2016","3"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","33.0","2016","4"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","25.0","2016","5"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","28.0","2016","6"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","23.0","2016","7"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","31.0","2016","8"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","17.0","2016","9"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2016","10"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","40.0","2016","11"
"REP","31 Day Wait for first treatment By Cancer","1.000","0.0","30.0","2016","12"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","10.0","2016","1"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","10.0","2016","2"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","9.0","2016","3"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","11.0","2016","4"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","13.0","2016","5"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","8.0","2016","6"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","17.0","2016","7"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","10.0","2016","8"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","6.0","2016","9"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","7.0","2016","10"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","12.0","2016","11"
"RET","31 Day Wait for first treatment By Cancer","1.000","0.0","4.0","2016","12"
"RF4","31 Day Wait for first treatment By Cancer","1.000","0.0","182.0","2016","8"
"RF4","31 Day Wait for first treatment By Cancer","1.000","0.0","180.0","2016","9"
"RF4","31 Day Wait for first treatment By Cancer","1.000","0.0","168.0","2016","12"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0.0","58.0","2016","2"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0.0","70.0","2016","5"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0.0","69.0","2016","8"
"RFF","31 Day Wait for first treatment By Cancer","1.000","0.0","79.0","2016","10"
"RFR","31 Day Wait for first treatment By Cancer","1.000","0.0","53.0","2016","1"
"RFR","31 Day Wait for first treatment By Cancer","1.000","0.0","81.0","2016","4"
"RFR","31 Day Wait for first treatment By Cancer","1.000","0.0","104.0","2016","6"
"RFR","31 Day Wait for first treatment By Cancer","1.000","0.0","70.0","2016","8"
"RFR","31 Day Wait for first treatment By Cancer","1.000","0.0","74.0","2016","10"
"RFR","31 Day Wait for first treatment By Cancer","1.000","0.0","96.0","2016","12"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0.0","97.0","2016","1"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0.0","110.0","2016","2"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0.0","111.0","2016","4"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0.0","107.0","2016","6"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0.0","97.0","2016","7"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0.0","106.0","2016","8"
"RFS","31 Day Wait for first treatment By Cancer","1.000","0.0","122.0","2016","11"
"RGD","31 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2016","12"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","11.0","2016","1"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","16.0","2016","4"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","13.0","2016","5"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","23.0","2016","6"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","21.0","2016","7"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","19.0","2016","8"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","18.0","2016","9"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","20.0","2016","10"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","18.0","2016","11"
"RGM","31 Day Wait for first treatment By Cancer","1.000","0.0","17.0","2016","12"
"RGN","31 Day Wait for first treatment By Cancer","1.000","0.0","120.0","2016","3"
"RGN","31 Day Wait for first treatment By Cancer","1.000","0.0","146.0","2016","4"
"RGN","31 Day Wait for first treatment By Cancer","1.000","0.0","120.0","2016","5"
"RGN","31 Day Wait for first treatment By Cancer","1.000","0.0","141.0","2016","6"
"RGN","31 Day Wait for first treatment By Cancer","1.000","0.0","113.0","2016","7"
"RGN","31 Day Wait for first treatment By Cancer","1.000","0.0","130.0","2016","8"
"RGN","31 Day Wait for first treatment By Cancer","1.000","0.0","133.0","2016","9"
"RGN","31 Day Wait for first treatment By Cancer","1.000","0.0","124.0","2016","10"
"RGN","31 Day Wait for first treatment By Cancer","1.000","0.0","147.0","2016","12"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0.0","93.0","2016","1"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0.0","91.0","2016","3"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0.0","108.0","2016","4"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0.0","127.0","2016","8"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0.0","101.0","2016","9"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0.0","101.0","2016","11"
"RGP","31 Day Wait for first treatment By Cancer","1.000","0.0","78.0","2016","12"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","120.0","2016","1"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","92.0","2016","2"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","121.0","2016","3"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","91.0","2016","4"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","100.0","2016","5"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","102.0","2016","6"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","116.0","2016","7"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","106.0","2016","8"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","139.0","2016","9"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","115.0","2016","10"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","130.0","2016","11"
"RGR","31 Day Wait for first treatment By Cancer","1.000","0.0","99.0","2016","12"
"RJ2","31 Day Wait for first treatment By Cancer","1.000","0.0","104.0","2016","3"
"RJ2","31 Day Wait for first treatment By Cancer","1.000","0.0","79.0","2016","6"
"RJ2","31 Day Wait for first treatment By Cancer","1.000","0.0","56.0","2016","7"
"RJ2","31 Day Wait for first treatment By Cancer","1.000","0.0","82.0","2016","8"
"RJ2","31 Day Wait for first treatment By Cancer","1.000","0.0","83.0","2016","10"
"RJ2","31 Day Wait for first treatment By Cancer","1.000","0.0","87.0","2016","11"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0.0","57.0","2016","3"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0.0","50.0","2016","6"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0.0","64.0","2016","10"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0.0","67.0","2016","11"
"RJ6","31 Day Wait for first treatment By Cancer","1.000","0.0","52.0","2016","12"
"RJC","31 Day Wait for first treatment By Cancer","1.000","0.0","69.0","2016","2"
"RJC","31 Day Wait for first treatment By Cancer","1.000","0.0","63.0","2016","3"
"RJC","31 Day Wait for first treatment By Cancer","1.000","0.0","77.0","2016","7"
"RJC","31 Day Wait for first treatment By Cancer","1.000","0.0","82.0","2016","8"
"RJC","31 Day Wait for first treatment By Cancer","1.000","0.0","91.0","2016","10"
"RJC","31 Day Wait for first treatment By Cancer","1.000","0.0","90.0","2016","12"
"RJF","31 Day Wait for first treatment By Cancer","1.000","0.0","75.0","2016","2"
"RJF","31 Day Wait for first treatment By Cancer","1.000","0.0","85.0","2016","5"
"RJF","31 Day Wait for first treatment By Cancer","1.000","0.0","67.0","2016","10"
"RJF","31 Day Wait for first treatment By Cancer","1.000","0.0","68.0","2016","11"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0.0","157.0","2016","1"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0.0","143.0","2016","2"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0.0","130.0","2016","3"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0.0","155.0","2016","6"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0.0","154.0","2016","7"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0.0","129.0","2016","8"
"RJL","31 Day Wait for first treatment By Cancer","1.000","0.0","164.0","2016","10"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","36.0","2016","1"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","42.0","2016","2"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","42.0","2016","3"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","53.0","2016","5"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","51.0","2016","6"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","47.0","2016","7"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","47.0","2016","8"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","67.0","2016","9"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","51.0","2016","10"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","48.0","2016","11"
"RJN","31 Day Wait for first treatment By Cancer","1.000","0.0","42.0","2016","12"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0.0","92.0","2016","1"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0.0","93.0","2016","2"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0.0","101.0","2016","3"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0.0","66.0","2016","5"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0.0","113.0","2016","6"
"RJR","31 Day Wait for first treatment By Cancer","1.000","0.0","96.0","2016","12"
"RJZ","31 Day Wait for first treatment By Cancer","1.000","0.0","136.0","2016","7"
"RKB","31 Day Wait for first treatment By Cancer","1.000","0.0","200.0","2016","10"
"RKB","31 Day Wait for first treatment By Cancer","1.000","0.0","228.0","2016","11"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","23.0","2016","1"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","34.0","2016","2"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","30.0","2016","4"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","31.0","2016","5"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","26.0","2016","6"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","23.0","2016","7"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","33.0","2016","8"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","35.0","2016","9"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","30.0","2016","10"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","27.0","2016","11"
"RKE","31 Day Wait for first treatment By Cancer","1.000","0.0","29.0","2016","12"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2016","2"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2016","3"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0.0","3.0","2016","4"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0.0","2.0","2016","5"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0.0","2.0","2016","6"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0.0","2.0","2016","8"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0.0","2.0","2016","9"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0.0","3.0","2016","10"
"RL1","31 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2016","12"
"RLQ","31 Day Wait for first treatment By Cancer","1.000","0.0","83.0","2016","7"
"RLQ","31 Day Wait for first treatment By Cancer","1.000","0.0","89.0","2016","10"
"RLQ","31 Day Wait for first treatment By Cancer","1.000","0.0","88.0","2016","12"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0.0","53.0","2016","1"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0.0","44.0","2016","2"
"RLT","31 Day Wait for first treatment By Cancer","1.000","0.0","51.0","2016","4"
