"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RHQ","31 Day Wait for first treatment By Cancer","0.970","15","498","2016","9"
"RQ8","31 Day Wait for first treatment By Cancer","0.929","15","211","2016","11"
"RTE","31 Day Wait for first treatment By Cancer","0.941","15","255","2016","12"
"RRV","31 Day Wait for first treatment By Cancer","0.932","15","219","2016","8"
"RVJ","31 Day Wait for first treatment By Cancer","0.942","15","258","2016","6"
"RK9","31 Day Wait for first treatment By Cancer","0.946","15","280","2016","3"
"RTR","31 Day Wait for first treatment By Cancer","0.952","15","313","2016","6"
"RA2","31 Day Wait for first treatment By Cancer","0.928","15","209","2016","1"
"RJE","31 Day Wait for first treatment By Cancer","0.952","14","294","2016","10"
"RDE","31 Day Wait for first treatment By Cancer","0.932","14","207","2016","6"
"RRV","31 Day Wait for first treatment By Cancer","0.949","14","272","2016","7"
"RM1","31 Day Wait for first treatment By Cancer","0.961","14","361","2016","10"
"RHM","31 Day Wait for first treatment By Cancer","0.955","14","313","2016","9"
"RWD","31 Day Wait for first treatment By Cancer","0.950","14","278","2016","5"
"RQ8","31 Day Wait for first treatment By Cancer","0.929","14","198","2016","5"
"RQ8","31 Day Wait for first treatment By Cancer","0.920","14","176","2016","4"
"RJ1","31 Day Wait for first treatment By Cancer","0.953","14","297","2016","7"
"RTR","31 Day Wait for first treatment By Cancer","0.953","14","298","2016","11"
"RM1","31 Day Wait for first treatment By Cancer","0.961","14","359","2016","4"
"RDE","31 Day Wait for first treatment By Cancer","0.932","14","206","2016","1"
"RJ1","31 Day Wait for first treatment By Cancer","0.952","14","290","2016","12"
"RPA","31 Day Wait for first treatment By Cancer","0.875","14","112","2016","6"
"RJ1","31 Day Wait for first treatment By Cancer","0.949","14","275","2016","3"
"RJ7","31 Day Wait for first treatment By Cancer","0.902","14","143","2016","1"
"RTH","31 Day Wait for first treatment By Cancer","0.956","14","316","2016","1"
"RTH","31 Day Wait for first treatment By Cancer","0.960","14","351","2016","6"
"RR8","31 Day Wait for first treatment By Cancer","0.972","14","499","2016","12"
"RK9","31 Day Wait for first treatment By Cancer","0.954","13","282","2016","2"
"RRV","31 Day Wait for first treatment By Cancer","0.942","13","225","2016","1"
"RL4","31 Day Wait for first treatment By Cancer","0.941","13","220","2016","4"
"RF4","31 Day Wait for first treatment By Cancer","0.930","13","185","2016","1"
"RVV","31 Day Wait for first treatment By Cancer","0.948","13","251","2016","1"
"RHQ","31 Day Wait for first treatment By Cancer","0.975","13","513","2016","8"
"RTH","31 Day Wait for first treatment By Cancer","0.962","13","344","2016","2"
"RHQ","31 Day Wait for first treatment By Cancer","0.970","13","440","2016","12"
"RHQ","31 Day Wait for first treatment By Cancer","0.972","13","459","2016","11"
"RVV","31 Day Wait for first treatment By Cancer","0.958","13","309","2016","12"
"RR8","31 Day Wait for first treatment By Cancer","0.973","13","476","2016","1"
"RTG","31 Day Wait for first treatment By Cancer","0.947","13","244","2016","1"
"RR8","31 Day Wait for first treatment By Cancer","0.972","13","462","2016","3"
"RX1","31 Day Wait for first treatment By Cancer","0.962","13","344","2016","10"
"RX1","31 Day Wait for first treatment By Cancer","0.965","13","372","2016","12"
"RK9","31 Day Wait for first treatment By Cancer","0.959","13","314","2016","6"
"RWH","31 Day Wait for first treatment By Cancer","0.943","12","212","2016","6"
"RTG","31 Day Wait for first treatment By Cancer","0.960","12","303","2016","11"
"RVV","31 Day Wait for first treatment By Cancer","0.961","12","308","2016","10"
"NV3","31 Day Wait for first treatment By Cancer","0.782","12","55","2016","11"
"RPA","31 Day Wait for first treatment By Cancer","0.904","12","125","2016","10"
"RL4","31 Day Wait for first treatment By Cancer","0.945","12","220","2016","11"
"RHU","31 Day Wait for first treatment By Cancer","0.965","12","339","2016","11"
"RR8","31 Day Wait for first treatment By Cancer","0.977","12","522","2016","6"
"RDZ","31 Day Wait for first treatment By Cancer","0.941","12","204","2016","9"
"RX1","31 Day Wait for first treatment By Cancer","0.967","12","359","2016","3"
"RBV","31 Day Wait for first treatment By Cancer","0.958","12","285","2016","9"
"RK9","31 Day Wait for first treatment By Cancer","0.958","12","287","2016","5"
"RM1","31 Day Wait for first treatment By Cancer","0.968","12","370","2016","6"
"RAL","31 Day Wait for first treatment By Cancer","0.950","12","240","2016","8"
"RX1","31 Day Wait for first treatment By Cancer","0.966","12","358","2016","5"
"RQ8","31 Day Wait for first treatment By Cancer","0.936","12","188","2016","3"
"RPA","31 Day Wait for first treatment By Cancer","0.908","12","131","2016","1"
"RJE","31 Day Wait for first treatment By Cancer","0.961","12","309","2016","8"
"RHQ","31 Day Wait for first treatment By Cancer","0.974","12","469","2016","5"
"RR8","31 Day Wait for first treatment By Cancer","0.975","12","481","2016","8"
"RJ1","31 Day Wait for first treatment By Cancer","0.956","12","275","2016","5"
"RWH","31 Day Wait for first treatment By Cancer","0.951","12","244","2016","8"
"RXN","31 Day Wait for first treatment By Cancer","0.952","12","252","2016","4"
"RR8","31 Day Wait for first treatment By Cancer","0.973","12","447","2016","7"
"RR8","31 Day Wait for first treatment By Cancer","0.976","11","457","2016","2"
"RH8","31 Day Wait for first treatment By Cancer","0.967","11","330","2016","8"
"RPC","31 Day Wait for first treatment By Cancer","0.849","11","73","2016","11"
"RBV","31 Day Wait for first treatment By Cancer","0.964","11","309","2016","8"
"R1H","31 Day Wait for first treatment By Cancer","0.963","11","301","2016","11"
"RWD","31 Day Wait for first treatment By Cancer","0.958","11","260","2016","4"
"RTD","31 Day Wait for first treatment By Cancer","0.975","11","437","2016","11"
"RGQ","31 Day Wait for first treatment By Cancer","0.944","11","196","2016","10"
"RA2","31 Day Wait for first treatment By Cancer","0.948","11","211","2016","2"
"RNS","31 Day Wait for first treatment By Cancer","0.933","11","165","2016","5"
"RTD","31 Day Wait for first treatment By Cancer","0.973","11","415","2016","1"
"RDZ","31 Day Wait for first treatment By Cancer","0.941","11","186","2016","1"
"RDE","31 Day Wait for first treatment By Cancer","0.940","11","183","2016","9"
"RDZ","31 Day Wait for first treatment By Cancer","0.943","11","194","2016","4"
"RTD","31 Day Wait for first treatment By Cancer","0.975","11","432","2016","2"
"RWF","31 Day Wait for first treatment By Cancer","0.945","11","199","2016","1"
"RK9","31 Day Wait for first treatment By Cancer","0.959","11","266","2016","12"
"RTH","31 Day Wait for first treatment By Cancer","0.966","11","319","2016","4"
"RVJ","31 Day Wait for first treatment By Cancer","0.956","11","249","2016","8"
"RTG","31 Day Wait for first treatment By Cancer","0.962","11","288","2016","4"
"RVV","31 Day Wait for first treatment By Cancer","0.963","11","298","2016","5"
"RHQ","31 Day Wait for first treatment By Cancer","0.978","11","490","2016","6"
"RJE","31 Day Wait for first treatment By Cancer","0.964","11","303","2016","6"
"RXN","31 Day Wait for first treatment By Cancer","0.962","11","291","2016","8"
"RQ8","31 Day Wait for first treatment By Cancer","0.941","11","185","2016","9"
"RNL","31 Day Wait for first treatment By Cancer","0.897","11","107","2016","4"
"RM1","31 Day Wait for first treatment By Cancer","0.969","11","351","2016","3"
"RRK","31 Day Wait for first treatment By Cancer","0.965","10","284","2016","9"
"RXN","31 Day Wait for first treatment By Cancer","0.960","10","252","2016","3"
"RTH","31 Day Wait for first treatment By Cancer","0.970","10","335","2016","3"
"RK9","31 Day Wait for first treatment By Cancer","0.965","10","287","2016","1"
"RTD","31 Day Wait for first treatment By Cancer","0.977","10","441","2016","5"
"RRK","31 Day Wait for first treatment By Cancer","0.965","10","289","2016","10"
"RX1","31 Day Wait for first treatment By Cancer","0.967","10","300","2016","8"
"RTH","31 Day Wait for first treatment By Cancer","0.968","10","316","2016","12"
"RH8","31 Day Wait for first treatment By Cancer","0.967","10","304","2016","10"
"RVV","31 Day Wait for first treatment By Cancer","0.961","10","257","2016","4"
"RGT","31 Day Wait for first treatment By Cancer","0.963","10","270","2016","6"
"RHW","31 Day Wait for first treatment By Cancer","0.939","10","165","2016","3"
"RWD","31 Day Wait for first treatment By Cancer","0.967","10","299","2016","3"
"RWD","31 Day Wait for first treatment By Cancer","0.961","10","254","2016","1"
"RJE","31 Day Wait for first treatment By Cancer","0.968","10","317","2016","7"
"RR8","31 Day Wait for first treatment By Cancer","0.976","10","418","2016","4"
"RJE","31 Day Wait for first treatment By Cancer","0.964","10","281","2016","5"
"RF4","31 Day Wait for first treatment By Cancer","0.954","10","219","2016","2"
"RR8","31 Day Wait for first treatment By Cancer","0.977","10","442","2016","5"
"RX1","31 Day Wait for first treatment By Cancer","0.973","10","367","2016","4"
"RH8","31 Day Wait for first treatment By Cancer","0.967","10","303","2016","9"
"RJE","31 Day Wait for first treatment By Cancer","0.967","10","302","2016","2"
"RNS","31 Day Wait for first treatment By Cancer","0.937","10","159","2016","4"
"RHM","31 Day Wait for first treatment By Cancer","0.969","10","321","2016","7"
"RGT","31 Day Wait for first treatment By Cancer","0.966","10","298","2016","11"
"REF","31 Day Wait for first treatment By Cancer","0.951","10","204","2016","3"
"RDE","31 Day Wait for first treatment By Cancer","0.946","10","184","2016","5"
"RM1","31 Day Wait for first treatment By Cancer","0.971","10","350","2016","8"
"RTD","31 Day Wait for first treatment By Cancer","0.979","10","476","2016","6"
"RTG","31 Day Wait for first treatment By Cancer","0.964","10","276","2016","8"
"RDE","31 Day Wait for first treatment By Cancer","0.942","10","172","2016","10"
"RK9","31 Day Wait for first treatment By Cancer","0.970","10","336","2016","8"
"RHU","31 Day Wait for first treatment By Cancer","0.966","10","290","2016","1"
"RTE","31 Day Wait for first treatment By Cancer","0.967","10","305","2016","10"
"RRV","31 Day Wait for first treatment By Cancer","0.962","10","260","2016","2"
"RTR","31 Day Wait for first treatment By Cancer","0.964","10","280","2016","9"
"RBV","31 Day Wait for first treatment By Cancer","0.969","10","326","2016","10"
"RVJ","31 Day Wait for first treatment By Cancer","0.959","10","246","2016","7"
"RWH","31 Day Wait for first treatment By Cancer","0.949","10","195","2016","5"
"RVJ","31 Day Wait for first treatment By Cancer","0.967","9","270","2016","5"
"RTG","31 Day Wait for first treatment By Cancer","0.966","9","268","2016","12"
"RTG","31 Day Wait for first treatment By Cancer","0.965","9","255","2016","10"
"RTG","31 Day Wait for first treatment By Cancer","0.966","9","262","2016","2"
"RL4","31 Day Wait for first treatment By Cancer","0.958","9","214","2016","8"
"RHQ","31 Day Wait for first treatment By Cancer","0.980","9","451","2016","7"
"RHQ","31 Day Wait for first treatment By Cancer","0.983","9","523","2016","10"
"RWP","31 Day Wait for first treatment By Cancer","0.966","9","263","2016","6"
"RRK","31 Day Wait for first treatment By Cancer","0.964","9","253","2016","6"
"RWP","31 Day Wait for first treatment By Cancer","0.959","9","221","2016","4"
"RWP","31 Day Wait for first treatment By Cancer","0.962","9","235","2016","3"
"RA2","31 Day Wait for first treatment By Cancer","0.960","9","227","2016","7"
"RDZ","31 Day Wait for first treatment By Cancer","0.954","9","196","2016","3"
"RDZ","31 Day Wait for first treatment By Cancer","0.956","9","204","2016","2"
"RWD","31 Day Wait for first treatment By Cancer","0.962","9","236","2016","10"
"RWD","31 Day Wait for first treatment By Cancer","0.966","9","268","2016","8"
"R1H","31 Day Wait for first treatment By Cancer","0.962","9","237","2016","5"
"RRK","31 Day Wait for first treatment By Cancer","0.968","9","279","2016","2"
"R1H","31 Day Wait for first treatment By Cancer","0.968","9","278","2016","12"
"RRK","31 Day Wait for first treatment By Cancer","0.967","9","273","2016","1"
"REF","31 Day Wait for first treatment By Cancer","0.963","9","241","2016","1"
"RQ8","31 Day Wait for first treatment By Cancer","0.950","9","179","2016","12"
"RWA","31 Day Wait for first treatment By Cancer","0.970","9","302","2016","9"
"RJE","31 Day Wait for first treatment By Cancer","0.968","9","277","2016","12"
"RQ8","31 Day Wait for first treatment By Cancer","0.959","9","217","2016","10"
"RBV","31 Day Wait for first treatment By Cancer","0.970","9","300","2016","4"
"RWH","31 Day Wait for first treatment By Cancer","0.948","9","173","2016","3"
"RWH","31 Day Wait for first treatment By Cancer","0.959","9","219","2016","4"
"RBA","31 Day Wait for first treatment By Cancer","0.949","9","175","2016","3"
"RM1","31 Day Wait for first treatment By Cancer","0.975","9","357","2016","11"
"RW3","31 Day Wait for first treatment By Cancer","0.921","9","114","2016","11"
"RA7","31 Day Wait for first treatment By Cancer","0.962","9","235","2016","5"
"RA7","31 Day Wait for first treatment By Cancer","0.961","9","233","2016","12"
"RGT","31 Day Wait for first treatment By Cancer","0.966","9","264","2016","2"
"RK9","31 Day Wait for first treatment By Cancer","0.970","9","305","2016","4"
"RDE","31 Day Wait for first treatment By Cancer","0.954","9","195","2016","8"
"RTR","31 Day Wait for first treatment By Cancer","0.966","9","266","2016","8"
"RWF","31 Day Wait for first treatment By Cancer","0.961","9","228","2016","6"
"RA9","31 Day Wait for first treatment By Cancer","0.945","9","163","2016","1"
"RMC","31 Day Wait for first treatment By Cancer","0.927","9","123","2016","9"
"RH8","31 Day Wait for first treatment By Cancer","0.967","9","275","2016","2"
"RYJ","31 Day Wait for first treatment By Cancer","0.962","9","236","2016","5"
"RH8","31 Day Wait for first treatment By Cancer","0.963","9","241","2016","12"
"RPA","31 Day Wait for first treatment By Cancer","0.939","9","147","2016","9"
"RTD","31 Day Wait for first treatment By Cancer","0.980","9","445","2016","12"
"RPA","31 Day Wait for first treatment By Cancer","0.923","9","117","2016","7"
"RGQ","31 Day Wait for first treatment By Cancer","0.953","9","190","2016","9"
"RPA","31 Day Wait for first treatment By Cancer","0.934","9","136","2016","2"
"RXN","31 Day Wait for first treatment By Cancer","0.966","9","262","2016","12"
"RAJ","31 Day Wait for first treatment By Cancer","0.949","9","176","2016","10"
"RHM","31 Day Wait for first treatment By Cancer","0.972","9","316","2016","8"
"RRV","31 Day Wait for first treatment By Cancer","0.967","9","272","2016","11"
"RDE","31 Day Wait for first treatment By Cancer","0.954","8","175","2016","7"
"RA2","31 Day Wait for first treatment By Cancer","0.962","8","213","2016","6"
"RL4","31 Day Wait for first treatment By Cancer","0.963","8","218","2016","3"
"RTD","31 Day Wait for first treatment By Cancer","0.982","8","456","2016","8"
"RPC","31 Day Wait for first treatment By Cancer","0.908","8","87","2016","12"
"RTD","31 Day Wait for first treatment By Cancer","0.982","8","454","2016","9"
"RYJ","31 Day Wait for first treatment By Cancer","0.964","8","223","2016","3"
